,Dates,URL,News,Price Direction Up,Price Direction Constant,Price Direction Down,Asset Comparision,Past Information,Future Information,Price Sentiment,Topic,Macro_Group,Probabilities,Dominant_Macro_Group,Topic_Label
5855,17-05-2010,http://www.marketwatch.com/story/gold-bugs-are-cheerfully-rampant-2010-05-17,gold bugs rampant,0,0,0,0,1,0,none,-1,-1,"[-3.807805364372655, -4.541453896160864, -2.2692089678324185, -2.474999307387096, -3.357868877706588, -2.436266213576047, -3.889874631905359, -3.9328635642076732, -4.227892088727059, -2.5489718999489424, -4.004545987758365, -2.2690383063421655, -5.367108376420889, -4.229475055675682, -5.9121705906476505, -3.5818286932419245, -3.9171449352964403, -4.698592019171685]",11,noise
5856,01-03-2017,https://www.moneycontrol.com/news/business/stocks/gold-to-trade29422-29722-range-achiievers-equities-1033744.html,gold to trade in 29422-29722 range: achiievers equities,0,1,0,0,0,1,neutral,-1,-1,"[-4.26838137042167, -5.07964780306834, -2.7760014591068733, -3.987157325289065, -4.5210117634961895, -2.949421147677084, -4.66250583868989, -4.742508763591196, -4.661489383868139, -3.9430178762799932, -4.974177851788485, -3.0451903873547606, -4.895456880012752, -5.085779170826672, -5.97986146439975, -4.31267789048482, -4.361390103525953, -5.028780849216173]",2,noise
5857,04-01-2019,https://www.metalsdaily.com/link/288140/free-interactive-gold-charts-here-.htm,free : interactive gold charts here ...,0,0,0,0,1,0,none,1,3,"[-27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, 1.000088900581841e-12, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547]",4,Global Investment & Rate Impact
5858,06-06-2006,http://www.marketwatch.com/story/gold-futures-fall-as-much-as-17-in-morning-trading-2006-06-06,gold futures fall as much as $17 in morning trading,0,0,1,0,1,0,negative,28,7,"[-27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, 1.000088900581841e-12, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547]",5,Gold Trading Momentum Continues
5859,22-09-2017,http://www.marketwatch.com/story/gold-ticks-higher-on-north-koreas-threat-but-on-track-for-worst-week-since-july-2017-09-22,"Gold ends slightly higher North Korea threat, but posts weekly decline",1,0,0,0,1,0,positive,-1,-1,"[-5.164432555307717, -6.162132214029341, -3.902876560100785, -4.731586940812066, -5.155778065284222, -3.663171048573614, -5.302852944977035, -4.151028727733689, -6.243657730592078, -4.307874020139389, -5.1033219024017455, -3.636777369624929, -6.806436316975934, -5.6138565128749915, -7.059537803193451, -4.433271670988866, -5.487221181643186, -5.992284749687978]",11,noise
5860,12-05-2014,http://www.investing.com/news/commodities-news/gold-prices-gain-in-asia-with-support-from-ukraine-tensions-283725,Gold prices gain in Asia with support from Ukraine tensions,1,0,0,0,1,0,positive,7,6,"[-3.7949374971233754, -4.90433225381637, -2.435732943554885, -3.2991966433383384, -3.60579174703977, -2.171649052443705, -3.6881046154240704, -1.3085824545921287, -4.871628367097061, -1.7640076014949013, -4.023558764032626, -2.254526522391014, -5.230240817258864, -4.455459041969126, -5.597648328356294, -3.1125693761606996, -3.796788176666966, -4.563135087645649]",7,Economic Data & Gold Performance
5861,18-10-2017,http://www.marketwatch.com/story/gold-prices-settle-lower-ahead-of-fed-beige-book-release-2017-10-18,Gold prices settle lower ahead of Fed Beige Book release,0,0,1,0,1,0,negative,3,3,"[-27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, 1.000088900581841e-12, -27.631021115928547, -27.631021115928547]",15,Global Investment & Rate Impact
5862,07-07-2008,http://www.marketwatch.com/story/august-gold-down-1210-to-92150-an-ounce-on-nymex-2008-07-07,august gold down $12.10 to $921.50 an ounce on nymex,0,0,1,0,1,0,negative,-1,-1,"[-8.019779091474813, -8.444149752762549, -6.543238466854424, -7.946071666239348, -8.687411221050134, -6.659867222680642, -8.728430384686577, -8.698155664189539, -8.637903818421758, -8.053306166590712, -8.465737668393594, -7.033992771630796, -9.126189484174246, -8.387493851973765, -9.074012982602616, -7.833364474204377, -8.858721043369782, -8.822826800925165]",2,noise
5863,26-08-2016,http://www.marketwatch.com/story/gold-futures-settle-with-a-loss-of-15-for-the-week-2016-08-26,Gold futures settle with a loss of 1.5% for the week,0,0,1,0,1,0,negative,6,3,"[-3.3710553432508052, -4.07266927176984, -2.341343123935946, -3.494501277180092, -4.19868662418666, -2.0315812247557075, -4.403262289910423, -4.2546581998953865, -4.627701994686418, -3.726001361172034, -3.646210295387726, -1.2817484385369289, -5.321240699296842, -3.6510317170399174, -5.37428290254526, -2.3745903506154504, -4.6509140950001475, -4.4523528905895375]",11,Global Investment & Rate Impact
5864,11-08-2011,http://www.marketwatch.com/story/trend-shifts-coming-for-stocks-and-gold-2011-08-11,trend shifts coming for stocks and gold?,0,0,0,0,0,1,none,1,3,"[-3.515956649970051, -4.598572857615108, -2.190670247539335, -2.7328786483917584, -1.6879605688321677, -2.12665713518978, -3.0336182123942885, -3.1855637029017223, -4.473767260897177, -2.496195269815892, -3.9569749428070615, -1.7487139765259203, -5.0949591340363165, -4.3018729110828255, -5.604732266476081, -3.2329019890348194, -3.5743230147280562, -4.425823226406052]",4,Global Investment & Rate Impact
5865,15-06-2017,http://www.marketwatch.com/story/august-gold-off-16-at-125560oz-2017-06-15,"August gold off 1.6% at $1,255.60/oz.",0,0,1,0,1,0,negative,-1,-1,"[-3.3913306022560374, -3.686138069946022, -1.7152406854612536, -3.050660213602645, -3.8256020010181935, -2.0052517107233534, -3.880960195827457, -3.9168005970277515, -3.203541582329372, -3.1832830761060866, -3.824573087000093, -2.278222405510463, -4.178589691651965, -3.868638763681983, -4.7957652999412606, -3.2495740504700663, -3.936491395243711, -4.18847311482713]",2,noise
5866,31-05-2018,https://www.thehindubusinessline.com/markets/gold/gold-slips-to-rs-32000-silver-reclaims-rs-41k-mark/article24045650.ece,"Gold slips to Rs 32,000; silver reclaims Rs 41K-mark",0,0,1,1,1,0,negative,2,3,"[-3.351716600856028, -4.366950542438442, -2.0470109106138823, -2.789387557263515, -3.212660878468186, -2.101364388546056, -3.7410341507123164, -3.507486479609191, -4.245763164573919, -2.5745225851155733, -3.617763490091423, -1.4378453066684855, -5.159243876062867, -3.9244176091097023, -5.5760044175224435, -3.204023993160806, -3.739028288989155, -4.313978160784896]",11,Global Investment & Rate Impact
5867,07-12-2004,http://www.marketwatch.com/story/amex-gold-bugs-index-ends-at-2-mo-low-of-2186-down-3-2004-12-07,"amex gold bugs index ends at 2-mo low of 218.6, down 3%",0,0,1,0,1,0,negative,-1,-1,"[-9.051320874296657, -10.009949435064684, -7.73440600080282, -9.094284207951937, -9.736793443551433, -7.762796345136325, -9.707818503205214, -9.55995835740927, -10.031726037211156, -8.956018740749359, -9.6903095390632, -8.166552240023067, -9.931259673700884, -9.849810203871872, -9.767565122491918, -8.971227361676045, -9.717430148305933, -9.703135114560897]",2,noise
5868,24-08-2016,http://www.marketwatch.com/story/gold-futures-settle-at-lowest-level-since-late-july-2016-08-24,Gold futures settle at lowest level since late July,0,0,1,0,1,0,negative,0,15,"[-3.222854396269457, -3.7840198938978986, -1.8444424646147195, -3.090018295986111, -3.8644649790120553, -1.819017727979173, -4.104897873998261, -3.8792027826465683, -4.2706625379880085, -3.344845065919273, -2.2492947587461303, -1.9698885910907387, -5.086138256097381, -2.8158453971918735, -5.134978507514743, -2.6083511626237903, -4.247977527569279, -4.223313733970117]",5,Gold Near Monthly Lows
5869,19-11-2018,https://www.moneycontrol.com/news/business/commodities/gold-steady-as-fed-caution-on-global-economy-pressures-dollar-3194151.html,Gold steady as Fed caution on global economy pressures dollar,0,1,0,1,1,0,neutral,3,3,"[-3.7563508789228277, -4.775814475088407, -2.6203098137520877, -3.263074578422266, -4.019848252383605, -1.827953133543911, -4.235595384092804, -3.4133149272107084, -4.907242615966833, -3.4210318865695584, -3.124532713638883, -2.166996079603636, -5.457244866497665, -4.285163878589064, -5.593436479797269, -2.308586553372001, -4.474061013434789, -4.6494029026442645]",5,Global Investment & Rate Impact
5870,13-03-2013,https://economictimes.indiatimes.com/markets/commodities/soros-gold-sale-signals-end-to-bull-run/articleshow/18940458.cms,soros gold sale signals end to bull run,0,0,0,0,1,0,none,-1,-1,"[-4.0552454247388035, -5.100764572398634, -2.6706112301496976, -3.2272419785714535, -2.118242999240477, -2.5725182675644325, -3.2728421267039796, -3.5814890800819152, -5.035773615716864, -2.882860476194665, -4.4295763910647175, -2.3024902908219453, -5.624426955400671, -4.769461087391157, -6.153609290539764, -3.656133458431566, -3.983720736294224, -4.938505759774525]",4,noise
5871,20-04-2018,https://www.moneycontrol.com/news/business/gold-slips-as-us-rate-rise-hopes-easing-global-tensions-weigh-2553021.html,"Gold slips as US rate rise hopes, easing global tensions weigh",0,0,1,0,1,0,negative,-1,-1,"[-3.859661600054274, -4.961613419358574, -2.7196371250107063, -3.3173846928669426, -3.948469401088742, -2.101271960091245, -4.190452487618782, -3.0146328887760245, -5.229321172463741, -3.330757690993325, -3.341482435819816, -2.090887614010812, -5.786282947554775, -4.369125896510054, -5.993591807136593, -2.643633649778841, -4.383761713326549, -4.73718565033603]",11,noise
5872,28-06-2017,http://www.marketwatch.com/story/hecla-mining-estimates-q2-gold-price-1235oz-1265oz-gold-futures-up-02-at-124960oz-2017-06-28,"Hecla Mining estimates Q2 gold price $1,235/oz-$1,265/oz; gold futures up 0.2% at $1,249.60/oz",1,0,0,0,1,0,positive,-1,-1,"[-4.573399573208713, -5.721205347947754, -1.7681013719598004, -4.257370814892496, -4.258265543573094, -2.750545485688402, -4.419722402309412, -4.46911510028713, -5.530857657760483, -3.6794203844714297, -5.1817650853240265, -3.22493499564012, -5.818278705580013, -5.3903185121092125, -6.442853734757168, -4.492470500267572, -3.9381700992987136, -5.344060618722685]",2,noise
5873,20-10-2017,http://www.marketwatch.com/story/gold-futures-drop-490-or-04-to-128510-an-ounce-2017-10-20,"Gold futures drop $4.90, or 0.4%, to $1,285.10 an ounce",0,0,1,0,1,0,negative,9,9,"[-9.739322685806592, -10.547278661732449, -8.492340858839377, -9.822296940102984, -10.494493849091088, -8.54272868522652, -10.502134072867479, -10.484004053838788, -10.71252913830612, -9.869856877128434, -10.476114233768303, -8.898733594557203, -10.634061806733657, -10.606752477524122, -10.323928635920424, -9.685248347895335, -10.598867823910396, -10.455648679829446]",2,Gold Spot Price Outlook
5874,09-12-2016,http://www.marketwatch.com/story/gold-trades-640-or-06-lower-at-1166oz-after-consumer-sentiment-survey-2016-12-09,"Gold trades $6.40, or 0.6%, lower at $1,166/oz. after consumer-sentiment survey",0,0,1,0,1,0,negative,31,8,"[-27.631021115928547, -27.631021115928547, 1.000088900581841e-12, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547]",2,Early Gold Trading Activity
5875,26-07-2017,http://www.marketwatch.com/story/gold-settles-lower-for-a-third-session-ahead-of-the-fed-policy-update-2017-07-26,Gold settles lower for a third session ahead of the Fed policy update,0,0,1,0,1,0,negative,3,3,"[-4.252578867643663, -5.219594055890993, -3.0952147823844944, -3.847379748284589, -4.529070278633931, -2.4747045475934133, -4.644851939298423, -3.962777181869731, -5.334012802332639, -3.892768752075665, -3.912990438751549, -2.8448199145409854, -5.838522848552259, -4.741602866421829, -5.939365764990718, -0.41612353817545106, -4.958817924473669, -5.127397095088596]",15,Global Investment & Rate Impact
5876,19-04-2007,https://economictimes.indiatimes.com/articleshow/1922653.cms,gold etfs get lukewarm response,0,0,0,0,1,0,none,35,12,"[-27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, 1.000088900581841e-12, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547]",6,Global Cues and Gold Stability
5877,28-12-2017,https://economictimes.indiatimes.com/markets/commodities/news/gold-may-lose-its-sheen-in-2018-heres-why/articleshow/62282098.cms,gold may lose its sheen in 2018; here's why,0,0,1,0,1,0,negative,23,11,"[-3.9070814885595713, -4.8406510243119945, -2.462251011275591, -3.129759301468649, -3.0053142273671933, -2.531360970571691, -3.9025524429254674, -3.7643191168662833, -4.594698621510761, -2.0493867089626656, -4.113158669154511, -1.9429988440982555, -5.460701004792717, -4.437223739768017, -5.939150971313252, -3.6651146466853053, -3.9576003247037677, -4.817014315370103]",11,Gold Market Turning Points
5878,24-01-2013,https://www.moneycontrol.com/news/business/markets/-1733997.html,"trading strategies for gold, natural gas, nickel by experts",0,0,0,0,1,0,none,-1,-1,"[-3.7408410461615924, -4.73148240599414, -2.2078395818869967, -3.211506400702475, -3.1164524770881745, -2.423187230764941, -3.3893726131454733, -3.9248955932234817, -4.70732387969698, -3.092811894694696, -4.370520037841446, -2.3620562868473307, -5.140907421494231, -4.582493551877532, -5.92437363051475, -3.632001846419178, -3.585330043637039, -4.5860839881281645]",2,noise
5879,16-09-2012,https://economictimes.indiatimes.com/markets/commodities/investors-in-gold-equity-funds-miss-yellow-metal-rally/articleshow/16420382.cms,investors in gold equity funds miss yellow metal rally,0,0,0,0,1,0,none,1,3,"[-4.099150441739422, -5.151244041141059, -2.6722156649408753, -3.4416667128108673, -0.632397680204025, -2.709026384697586, -3.1145149105156156, -3.854601736216938, -4.9850694181601956, -2.992213767456572, -4.595941447271295, -2.458034902196323, -5.530515335961425, -4.869893115370905, -6.099484565263292, -3.8415004468613176, -4.015956120526711, -4.971858009528204]",4,Global Investment & Rate Impact
5880,30-11-2012,https://economictimes.indiatimes.com/markets/commodities/gold-tumbles-on-weak-futures-trend-firm-rupee/articleshow/17428260.cms,"gold tumbles on weak futures trend, firm rupee",0,0,1,1,1,0,negative,2,3,"[-3.0559738000394727, -4.344552858174008, -1.866604058098753, -2.8715898045851236, -3.2737433005165966, -1.9092727870631216, -3.7989772151679864, -3.4061037556317872, -4.372462444855696, -2.916398026392491, -3.4853906600879196, -1.3049742114617695, -5.1117824175790325, -3.9025908909001723, -5.446298254395284, -2.9980701014975795, -3.846265170273978, -4.090361370026403]",11,Global Investment & Rate Impact
5881,27-09-2005,http://www.marketwatch.com/story/amex-gold-bugs-index-falls-22-to-close-at-23749-2005-09-27,amex gold bugs index falls 2.2% to close at 237.49,0,0,1,0,1,0,negative,-1,-1,"[-9.051332267122232, -10.009937512690533, -7.7344017679104375, -9.094284013414562, -9.736800889563938, -7.762796771234801, -9.707825720998475, -9.559968925346913, -10.031718678868657, -8.956031734886972, -9.690303806787318, -8.166554595607003, -9.931272357489732, -9.849800960103991, -9.767502928828607, -8.971219606742778, -9.717446400918414, -9.703152177949349]",2,noise
5882,06-08-2018,https://www.thehindubusinessline.com/markets/gold/gold-extends-rally-from-17-month-low/article24612303.ece,Gold extends rally as dollar steadies,1,0,0,1,1,0,positive,-1,-1,"[-3.4878286570336363, -4.554726419392988, -2.4333052415532297, -2.8650596866651075, -3.5921611926091472, -1.7978465360771052, -3.992724251152266, -3.406948452205933, -4.941666971409154, -3.282302737992525, -2.94175887889816, -1.7823688192154792, -5.606105002813618, -4.0490782181395195, -5.840051056494986, -2.7726189642534687, -4.265450389525964, -4.468163684951201]",11,noise
5883,13-09-2017,http://www.marketwatch.com/story/gold-prices-finish-lower-for-a-third-session-in-a-row-2017-09-13,Gold prices finish lower for a third session in a row,0,0,1,0,1,0,negative,6,3,"[-3.507800792583208, -4.298905637455087, -2.500879393495706, -3.591722547056623, -4.2873814601578255, -2.175165758095616, -4.552708900492681, -4.392951224826615, -4.812227029605899, -3.8702848939906627, -3.747938759520343, -1.8453691661700082, -5.552865574679909, -3.898871620317471, -5.680144063162019, -1.9379844806981275, -4.806353117062959, -4.643153737687062]",11,Global Investment & Rate Impact
5884,30-05-2003,http://www.marketwatch.com/story/gold-futures-metals-indexes-fall-back-2003-05-30,"gold futures, metals indexes fall back",0,0,1,0,1,0,negative,24,14,"[-27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, 1.000088900581841e-12, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547]",11,Gold Prices & Metal Shares
5885,15-05-2017,http://www.marketwatch.com/story/gold-adds-to-early-gain-after-empire-state-2017-05-15,Gold adds to early gain after Empire State,1,0,0,0,1,0,positive,18,17,"[-27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, 1.000088900581841e-12, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547]",5,Gold Holds as Data Releases
5886,09-06-2015,http://www.marketwatch.com/story/aug-gold-up-4-or-03-to-settle-at-117760oz-on-comex-2015-06-09,"aug. gold up $4, or 0.3%, to settle at $1,177.60/oz on comex",1,0,0,0,1,0,positive,-1,-1,"[-7.115432876473664, -7.188281476951606, -5.608578456665847, -6.923732622329512, -7.685271238997687, -5.850865638588431, -7.796025665100491, -7.843236449972747, -7.266970188569407, -7.120502930645206, -7.692368304054145, -6.084197740868713, -7.993536221881046, -7.770379391635273, -8.70685558191945, -7.074603261565407, -7.820367056234478, -7.923667404038955]",2,noise
5887,0200-03-14,http://www.marketwatch.com/story/the-message-of-the-bond-market-about-inflationary-expectations-2008-03-14,gold and bonds agree,0,0,0,0,1,0,none,1,3,"[-27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, 1.000088900581841e-12, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547]",4,Global Investment & Rate Impact
5888,17-01-2007,http://www.marketwatch.com/story/gold-futures-edge-higher-in-early-dealings-2007-01-17,gold futures edge higher in early dealings,1,0,0,0,1,0,positive,28,7,"[-27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, 1.000088900581841e-12, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547]",5,Gold Trading Momentum Continues
5889,16-05-2017,http://www.marketwatch.com/story/gold-holds-ground-at-two-week-high-2017-05-16,gold holds ground at two-week high,1,0,0,0,1,0,positive,-1,-1,"[-3.946956745234642, -4.662127273773921, -2.4716006440303535, -3.5217833261301803, -4.1923679644115195, -2.446728579559109, -4.47199813206168, -4.140334057275312, -4.911372193325198, -3.6587720013219442, -1.6044913541909305, -2.5703092868670043, -5.7770510614198285, -3.3540193868098225, -5.935588319836091, -3.339018683643835, -4.678056410727993, -4.916740498339429]",10,noise
5890,16-02-2017,http://www.marketwatch.com/story/gold-tries-for-repeat-gains-as-dollar-wobbles-2017-02-16,Gold notches highest finish in more than 3 months,1,0,0,0,1,0,positive,4,3,"[-3.6085614539523747, -3.999512876775857, -1.0929178762206733, -3.1035199268330778, -3.947658519442344, -2.205246534567323, -4.2243728831861755, -4.0757726397487035, -4.203570411021833, -3.3900282884858095, -2.692942254619636, -2.331866766912751, -5.280370965033659, -2.9275015079627513, -5.49192001472891, -3.1925312960040118, -4.3990133737279, -4.588031589543141]",2,Global Investment & Rate Impact
5891,22-09-2017,https://economictimes.indiatimes.com/markets/stocks/news/gold-silver-gain-amid-north-korea-concerns/articleshow/60790606.cms,"gold, silver gain amid north korea concerns",1,0,0,1,1,0,positive,-1,-1,"[-5.17876646078136, -6.1821151948287145, -3.9150136368931716, -4.743904443823734, -5.15652981526244, -3.675812442997925, -5.297831106664718, -4.0598233656953635, -6.260605293245429, -4.284749051564947, -5.146508899433898, -3.6524856388215436, -6.810747199593942, -5.64855304938911, -7.071079648831693, -4.450004047427154, -5.482897522942965, -6.002263165069822]",11,noise
5892,27-04-2018,https://www.metalsdaily.com/link/279028/blockchain-the-gold-standard-for-a-conflict-free-supply-chain.htm,blockchain & the gold standard for a conflict-free supply chain,0,0,0,0,1,0,none,1,3,"[-3.6173291566486925, -4.565302731913709, -2.023054340206908, -2.9352310757080406, -1.703000480179335, -2.108683214569105, -3.076219874243711, -3.283097565349743, -4.298246409997135, -2.2122226802383405, -4.021070799911529, -1.9893579238917254, -4.89895833915405, -4.2833000578129505, -5.492945053469813, -3.3271973115183706, -3.2291382232140546, -4.459185400702039]",4,Global Investment & Rate Impact
5893,23-02-2016,http://www.investing.com/news/commodities-news/gold-rises-1-on-renewed-safe-haven-buying-386017,gold rises 1% on renewed safe-haven buying,1,0,0,0,1,0,positive,-1,-1,"[-3.9243939521548006, -4.909443433292593, -2.5490450193324397, -3.210200421614684, -3.047042760515494, -2.4467648019366384, -3.647052866367075, -3.2243763492858366, -4.972509422353499, -2.7782824302471374, -3.9595101047144237, -2.1036786234864655, -5.659108170670391, -4.349368035307579, -6.068216430033832, -3.4249921234676917, -4.012425193103401, -4.81294385052771]",11,noise
5894,22-07-2016,https://www.thehindubusinessline.com/markets/gold/gold-rises-to-rs-30770-silver-reclaims-rs-46000-mark/article8886482.ece,"Gold rises to Rs 30,770; silver reclaims Rs 46,000 mark",1,0,0,1,1,0,positive,-1,-1,"[-3.768409545625726, -4.645827467025857, -2.37851010945059, -2.9740606021039837, -3.482003199838705, -2.4332320724514998, -4.017375822307406, -3.84340212515542, -4.519874094639532, -2.7028088723863988, -3.803557573832998, -1.9544046570430151, -5.518495754930467, -4.1390195557500205, -5.929792552269429, -3.510433930983854, -4.123233928416183, -4.717240395645133]",11,noise
5895,28-03-2018,https://www.metalsdaily.com/link/278125/bullionvault-politics-driving-gold-spike-but-glass-half-full-stock-rebound-sinks-price-$15-gld-shrinks.htm,"bullionvault : 'politics driving' gold spike but 'glass half full' stock rebound sinks price $15, gld shrinks",0,0,1,0,1,0,negative,-1,-1,"[-4.072297466903373, -5.190798574475236, -2.767402222596245, -3.2499781076202034, -3.073542712135029, -2.593109844048391, -3.6994410801820226, -3.199350492253745, -5.248817228551187, -3.074097288083181, -4.327734904620244, -2.156269960276228, -5.847787534845033, -4.75297054516567, -6.300578038683211, -3.613996757195178, -4.08317274374028, -4.962795092454604]",11,noise
5896,24-11-2017,https://www.metalsdaily.com/link/274246/russian-cenbank-official-gold-holdings-support-national-security.htm,russian cenbank official: gold holdings support national security,0,0,0,0,1,0,none,5,13,"[-4.015448469208953, -5.105347184791804, -2.5652362371988517, -3.570202305480828, -3.7410585756434203, -2.4349726270128027, -3.8764155326409937, -2.6767071528111073, -4.967349688149372, -2.346617014852998, -4.376634877696305, -2.5527544794269996, -5.317731488503104, -4.746329104592776, -5.767245080859102, -3.5723810867957653, -3.825004596444965, -4.787184319294895]",9,"China, Fed & Gold Focus"
5897,23-09-2018,https://www.thehindubusinessline.com/markets/gold/higher-msp-to-drive-25-surge-in-gold-demand-report/article25019869.ece,Higher MSP to drive 25% surge in gold demand: Report,0,0,0,0,1,0,none,-1,-1,"[-3.915941988187299, -5.088358746485188, -2.4251644151002094, -3.399172450818973, -3.0695651150054717, -2.462138392946845, -3.613623552327197, -3.2904062219088472, -5.000975861535583, -2.7644702567521198, -4.369510462806538, -2.0905212541008997, -5.496414397904808, -4.657913635293772, -6.006228098654188, -3.642207332058659, -3.426740217356361, -4.7451120808448515]",11,noise
5898,24-04-2013,http://www.marketwatch.com/story/june-gold-ends-at-142370oz-up-1490-or-11-2013-04-24,"june gold ends at $1,423.70/oz, up $14.90, or 1.1%",1,0,0,0,1,0,positive,29,6,"[-27.631021115928547, -27.631021115928547, -27.631021115928547, 1.000088900581841e-12, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547]",3,Economic Data & Gold Performance
5899,31-08-2006,http://www.marketwatch.com/story/goldcorp-offers-86-billion-in-stock-for-glamis-gold-2006-08-31,goldcorp offers $8.6 billion in stock for glamis gold,0,0,0,0,1,0,none,-1,-1,"[-4.012863565361215, -5.1626006984799995, -2.5362461947455635, -3.4067989962061027, -2.838289766511985, -2.6155907952130546, -3.61582008449153, -3.702652782477601, -5.118314253260647, -3.0174205615175453, -4.557437552025872, -2.391139390259343, -5.624398258926063, -4.848748278182662, -6.233896204539226, -3.81634659874907, -3.3060654968067, -4.862886107043827]",11,noise
5900,17-07-2006,http://www.marketwatch.com/story/gold-closes-lower-as-dollar-rises-2006-07-17,gold closes lower as dollar rises,0,0,1,1,1,0,negative,30,10,"[-3.7182130123849553, -4.220145940912102, -2.428417998354391, -3.725256775581926, -4.447307127626065, -1.9302848915400288, -4.520359568298747, -4.460718772898456, -4.635177336716455, -3.8628232007911256, -4.038220383943982, -2.6691331457206386, -5.256859971890793, -3.776531323948716, -5.089705458439348, -3.3961078020628843, -4.7257712349036165, -4.608329581375296]",5,Comex Gold Closing Prices
5901,17-08-2011,http://www.marketwatch.com/story/gold-futures-down-490-at-178870-an-ounce-2011-08-17,"gold futures down $4.90 at $1,788.70 an ounce",0,0,1,0,1,0,negative,9,9,"[-27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, 1.000088900581841e-12, -27.631021115928547, -27.631021115928547, -27.631021115928547]",14,Gold Spot Price Outlook
5902,20-08-2017,http://www.investing.com/news/commodities-news/gold--silver--copper-futures--weekly-outlook-august-21--26-520420,gold / silver / copper futures - weekly outlook: august 21 - 25,0,0,0,1,1,0,none,9,9,"[-9.45988162787121, -10.329101895175075, -8.173110893226635, -9.594945301033393, -10.251442787974222, -8.306579309873875, -10.198885160084826, -10.211322156385833, -10.44724893261831, -9.574359851553764, -10.220081027183527, -8.624937205884839, -10.375609295150113, -10.211609788141404, -9.467900459282404, -9.43101682134314, -10.331180198113756, -10.15619035101248]",2,Gold Spot Price Outlook
5903,09-03-2010,http://www.marketwatch.com/story/gold-extends-slide-to-close-lower-a-second-day-2010-03-09,gold extends slide to close lower a second day,0,0,1,0,1,0,negative,-1,-1,"[-3.9169258175898207, -4.8234799225835205, -2.667245344654734, -3.3066464595319984, -3.7911457963248383, -2.250948778391783, -4.217391350931766, -3.7958202625016626, -5.106617854297812, -3.4777475968885057, -3.2363945144577158, -2.3100746482358008, -5.864559506366152, -4.14424831799092, -6.110231077837324, -3.168382191125034, -4.57520556858547, -4.903375487078832]",5,noise
