,Dates,URL,News,Price Direction Up,Price Direction Constant,Price Direction Down,Asset Comparision,Past Information,Future Information,Price Sentiment,Topic,Macro_Group,Probabilities,Dominant_Macro_Group,Macro_Group_Label
5207,12-11-2004,http://www.marketwatch.com/story/gold-taps-fresh-16-year-high-in-late-morning-trade-2004-11-12,gold taps fresh 16-year high in late morning trade,1,0,0,0,1,0,positive,-1,-1,"[-3.4472992648854164, -4.3209967499292805, -3.672864108687413, -3.5241927175011294, -4.591950514249447, -3.1843306504558986, -3.7579325890257715, -5.153751845217936, -3.6459772652786544, -4.809596618378419, -4.636972622222194, -2.5597346074514657, -6.159120113526515, -5.147193937274794, -3.2022079642242756, -4.634902497533575, -5.901562268259888, -4.103959307130172, -6.25418057069676, -6.223355815498056]",11,"Gold Market: Trends, Fluctuations, and Outlook"
5208,18-10-2004,http://www.marketwatch.com/story/harmony-to-shortly-post-gold-fields-offer-terms-2004-10-18,harmony to 'shortly post' gold fields offer terms,0,0,0,0,1,0,none,8,12,"[-3.21657816415307, -3.240097745339507, -3.0654498468417795, -3.855852806852414, -4.252131801005663, -3.744080258302394, -3.647490510848147, -4.582685475689651, -5.149350975689274, -4.38670496097921, -4.99669935169585, -3.218541570557758, -5.863865606864981, -1.0620541967983999, -4.275918109023518, -4.866658501781966, -5.786357777189903, -3.869933487001316, -6.258036311838537, -6.1187186128554485]",13,Gold Market Price Fluctuations and News
5209,31-10-2017,http://www.marketwatch.com/story/gold-adds-to-loss-after-employment-cost-report-2017-10-31,Gold adds to loss after employment-cost report,0,0,1,0,1,0,negative,12,7,"[-27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, 1.000088900581841e-12, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547]",11,**Gold Price Fluctuations & Fed Influence**
5210,24-02-2012,http://www.marketwatch.com/story/gold-silver-end-lower-but-score-weekly-gain-2012-02-24,"gold, silver end lower but score weekly gain",1,0,1,1,1,0,positive,6,3,"[-3.6342286754747426, -4.574134817011658, -3.7421799373899356, -3.6823071848424243, -4.545950839690889, -3.751092980052256, -3.6740282225648753, -5.081403258905453, -2.871610978654262, -4.921014039636527, -4.647327570505734, -0.605819477704463, -6.071607196338313, -5.356396051283207, -3.668678702357923, -4.621428443038275, -5.912543688391898, -4.28096816778635, -6.188629159960114, -6.199650787753034]",11,Fluctuations and Trends in Gold Prices
5211,09-06-2013,https://www.thehindubusinessline.com/opinion/columns/gnanasekaar-t/article4797651.ece,Gold: Bearish trend intact,0,0,1,0,1,0,negative,0,5,"[-27.631021115928547, -27.631021115928547, 1.000088900581841e-12, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547]",2,Gold Price Fluctuations and Market Factors
5212,09-03-2006,https://economictimes.indiatimes.com/articleshow/1443639.cms,gold melts afresh as stockists book profits,0,0,0,0,1,0,none,-1,-1,"[-1.0268211911299598, -3.57769208171701, -2.7852255229125182, -3.165552784169176, -4.093790184800357, -3.8804853502589953, -3.6337019518633884, -4.67419003476199, -4.546634750148027, -3.5328399215928386, -4.222944176535054, -2.7406977302988875, -5.815160781285439, -4.356067875359337, -3.347039291184389, -3.8317327695318615, -5.743208019913273, -2.897321850084512, -6.270889030576332, -6.0452462949771215]",0,"Gold Market: Trends, Fluctuations, and Outlook"
5213,17-10-2000,http://www.marketwatch.com/story/gold-slips-amid-selling-overseas,gold slips amid selling overseas,0,0,1,0,1,0,negative,0,5,"[-2.286191575409388, -3.225738881358287, -2.027500725589656, -2.9184791140655517, -3.7315108950959166, -3.3009939840796902, -3.0666763312486847, -4.241393525194607, -3.794854312355072, -3.620901385229526, -3.898392044104414, -2.1475816863985573, -5.423567883249944, -4.021402904989654, -2.9448017502172834, -3.486515126778472, -5.243878190361309, -3.034161089959323, -5.640824189289509, -5.549662964741353]",2,Gold Price Fluctuations and Market Factors
5214,27-10-2016,http://www.marketwatch.com/story/dec-gold-climbs-290-or-02-to-settle-at-126950oz-2016-10-27,"Dec. gold climbs $2.90, or 0.2%, to settle at $1,269.50/oz",1,0,0,0,1,0,positive,39,4,"[-27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, 1.000088900581841e-12, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547]",6,Gold Price Fluctuations and Data
5215,17-04-2015,http://www.investing.com/news/commodities-news/gold-futures-edge-higher-on-weaker-dollar-337569,Gold futures edge higher on weaker dollar,1,0,0,1,1,0,positive,-1,-1,"[-2.409441880939928, -3.9976215966422646, -2.8362891256328293, -3.2779273010925203, -3.7017045454925857, -4.010402273327532, -3.4819142533219383, -4.5250002145501576, -4.513638885525103, -3.2332307631921466, -3.442244594845217, -2.8694809098711156, -5.665439497107891, -4.687855269340929, -3.2503879076129767, -3.858159577387478, -5.851869277778304, -2.3614910834592626, -6.258681178291085, -5.9453603022036905]",17,"Gold Market: Trends, Fluctuations, and Outlook"
5216,06-03-2009,https://economictimes.indiatimes.com/articleshow/4235339.cms,"gold spurt on revival of buying, firm overseas trend",1,0,0,0,1,0,positive,0,5,"[-2.3154385957094683, -3.0436336936011124, -0.8876588682221326, -3.1168681284160016, -3.81039724774659, -3.451695149665242, -3.160053738078168, -4.256244239870749, -4.250384195709312, -3.619572174522475, -4.208162534545407, -2.4525582721703225, -5.492347293280745, -3.735154367466389, -3.321662879554569, -3.9021998894579952, -5.332988206396306, -3.0050610467940633, -5.773282443914338, -5.649514027294508]",2,Gold Price Fluctuations and Market Factors
5217,12-12-2013,https://economictimes.indiatimes.com/markets/commodities/gold-falls-on-profit-selling-weak-global-cues/articleshow/27240476.cms,"gold falls on profit-selling, weak global cues",0,0,1,0,1,0,negative,0,5,"[-2.077337393932765, -2.9103458355256646, -1.4391958755905545, -3.080950213658302, -3.7511619886465453, -3.374967585867564, -3.1486353405290046, -4.21141345111929, -4.236863466465737, -3.4160827567736307, -4.122639536622723, -2.4406663799851724, -5.467137046552768, -3.5333336895493033, -3.2904256140767374, -3.8065932107901337, -5.341472058772852, -2.7772508010579235, -5.799614004041776, -5.646386451324849]",2,Gold Price Fluctuations and Market Factors
5218,12-01-2017,http://www.marketwatch.com/story/feb-gold-gains-320-or-03-to-settle-at-119980oz-2017-01-12,"Feb. gold gains $3.20, or 0.3%, to settle at $1,199.80/oz",1,0,0,0,1,0,positive,10,8,"[-27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, 1.000088900581841e-12, -27.631021115928547]",18,Gold Price Fluctuations & Fed Influence
5219,14-05-2003,http://www.marketwatch.com/story/gold-futures-climb-to-fresh-two-month-high-2003-05-14,gold climbs to fresh two-month high,1,0,0,0,1,0,positive,-1,-1,"[-2.6756281398357715, -3.6246615265685547, -2.9194291707807962, -2.871879059116208, -3.967304757498893, -2.9327821203026843, -3.261799649871271, -4.533840011132155, -3.4869700452631354, -4.090018803874189, -4.039917742834474, -2.1295229065842536, -5.560530448386311, -4.466961055277208, -1.2489272903325281, -3.967706156986474, -5.307582137981261, -3.3671724484628944, -5.761915078739741, -5.635789804350694]",14,"Gold Market: Trends, Fluctuations, and Outlook"
5220,10-06-2002,http://www.marketwatch.com/story/kinross-gold-to-merge-with-echo-bay-tvx-gold-2002-06-10,"kinross gold buying echo bay, tvx",0,0,0,0,1,0,none,4,7,"[-27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, 1.000088900581841e-12, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547]",7,**Gold Price Fluctuations & Fed Influence**
5221,10-11-2017,https://economictimes.indiatimes.com/markets/commodities/news/indias-gold-demand-falls-25-in-q3/articleshow/61587195.cms,india's gold demand falls 25% in q3,0,0,1,0,1,0,negative,15,7,"[-27.631021115928547, 1.000088900581841e-12, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547]",1,**Gold Price Fluctuations & Fed Influence**
5222,03-02-2015,http://www.marketwatch.com/story/gold-hovers-digests-januarys-big-rally-2015-02-03,gold retreats as greece blinks,0,0,1,0,1,0,negative,1,5,"[-1.7723175953960264, -3.1246740319993167, -2.593355475740274, -2.8991618030219617, -3.733984564259017, -3.4202289357983693, -3.2406566646901207, -4.249828689768978, -4.33439624193029, -3.7690154059819467, -4.183434179891969, -2.4746688310743945, -5.387630321157625, -3.8607131868329625, -3.225818881507616, -3.766310611974095, -5.180756983268218, -1.2643530719298481, -5.796470180809524, -5.559610161477424]",17,Gold Price Fluctuations and Market Factors
5223,11-08-2011,https://www.thehindubusinessline.com/markets/gold/Gold-futures-extend-gains-on-global-cues/article20322597.ece,Gold futures extend gains on global cues,1,0,0,0,1,0,positive,13,7,"[-2.280900127162092, -4.146924777191547, -3.057237338269934, -3.303963586076122, -4.087240624865126, -4.103262663866762, -3.6682394421393005, -4.725430634534891, -4.5051255780064325, -4.040045998263628, -3.9898635232649293, -2.791040987486419, -5.770794541614069, -4.898490319359055, -3.2865859414268446, -2.8486369093459314, -5.781924402211914, -3.339541860306434, -6.260303957005936, -6.024107470883744]",0,**Gold Price Fluctuations & Fed Influence**
5224,09-02-2018,https://www.metalsdaily.com/link/276624/jay-powell-gold-gains-under-powell-fed-how-much-not-if.htm,"jay powell : gold gains under powell fed: how much, not if",1,0,0,0,1,0,positive,3,7,"[1.000088900581841e-12, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547]",0,**Gold Price Fluctuations & Fed Influence**
5225,21-08-2018,https://www.metalsdaily.com/link/282393/the-gold-rush-is-over.htm,the gold rush is over,0,0,0,0,1,0,none,0,5,"[-3.063856617478714, -3.4335335608089377, -0.3802061577339645, -3.716158569330495, -4.404666014334486, -4.029951827405007, -3.7490243325192996, -4.803494127632761, -4.869203901630322, -4.399284443958568, -4.902056452666704, -3.017334880072851, -6.037668387053039, -4.275677280834801, -4.017602064514957, -4.587191819751271, -5.803759756457745, -3.7451158922456003, -6.2961967131959335, -6.241294479414365]",2,Gold Price Fluctuations and Market Factors
5226,03-08-2017,http://www.marketwatch.com/story/gold-holds-loss-after-jobless-claims-report-2017-08-03,Gold holds loss after jobless-claims report,0,0,1,0,1,0,negative,12,7,"[-27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, 1.000088900581841e-12, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547]",11,**Gold Price Fluctuations & Fed Influence**
5227,30-08-2016,http://www.marketwatch.com/story/gold-futures-may-climb-toward-1400-by-end-of-year-analyst-2016-08-30,"Gold futures may climb toward $1,400 by end of year: analyst",1,0,0,0,1,0,positive,5,20,"[-3.9766330325718067, -5.1380629054521965, -4.132256550450116, -4.101443699524612, -4.7207987068652635, -4.732976403541285, -4.187307245853894, -5.424327900453625, -4.864843878119634, -5.126225348876106, -3.88484092987394, -3.692881998533942, -6.277274142491478, -5.867287289753875, -0.2011739039781474, -5.053255094108718, -6.5052272216417455, -4.312240649324236, -6.7568137911916315, -6.5358707313720865]",14,Gold Futures: Price Fluctuations & Trends
5228,12-10-2011,https://www.moneycontrol.com/news/business/markets/-2100999.html,MCX GOLDPETAL Oct contract gains,1,0,0,0,1,0,positive,4,7,"[-3.0771556371721784, -3.603081764605136, -3.072386055203203, -3.4049989067383275, -3.3681345520336734, -3.746904563801272, -2.90894343246949, -1.213151284024187, -4.541500690749964, -4.473831451991127, -4.592915396985736, -2.7502325433692505, -4.910886671753803, -4.325269090422565, -3.8515144042181477, -4.478956852907483, -4.238453044059219, -3.8008424597398167, -5.017384474672853, -5.232868218949489]",7,**Gold Price Fluctuations & Fed Influence**
5229,26-08-2009,http://www.marketwatch.com/story/sino-gold-endorses-eldorado-takeover-2009-08-26,sino gold endorses $1.9 billion takeover by eldorado gold,0,0,0,0,1,0,none,8,12,"[-3.2770556583894437, -3.290030769240637, -3.1482431014697507, -3.932306793281401, -4.302619721030094, -3.769003952518726, -3.7202422166042637, -4.633143239301724, -5.227687978048846, -4.481606041545991, -5.06974909136437, -3.304733937019259, -5.9059756014923535, -1.906987009268401, -4.357301931100759, -4.9296604363712015, -5.823989958092081, -3.919020679407009, -6.317224580850532, -6.174710189465497]",13,Gold Market Price Fluctuations and News
5230,28-11-2018,https://www.metalsdaily.com/link/287313/why-yamana-gold-is-down-308-so-far-in-2018.htm,why yamana gold is down 30.8% so far in 2018,0,0,0,0,1,0,none,0,5,"[-2.498530671860506, -2.8216151277414414, -0.7756567057701603, -3.222800299810233, -3.8748779329009952, -3.497490636416735, -3.2380873407221973, -4.274335474267428, -4.400709357322014, -3.83013837605951, -4.394241233180204, -2.5540176554393796, -5.5105689293201685, -3.645346369899185, -3.530792475137986, -4.085822591255531, -5.295098946209472, -3.1653966199236705, -5.7988903411048325, -5.724220394119485]",2,Gold Price Fluctuations and Market Factors
5231,24-08-2018,http://www.marketwatch.com/story/gold-prices-settle-higher-mark-first-weekly-gain-in-7-weeks-2018-08-24,"gold prices settle higher, mark first weekly gain in 7 weeks",1,0,0,0,1,0,positive,-1,-1,"[-3.52917353381545, -4.629148617886017, -3.7524791403626994, -3.119522287210011, -4.60211202367187, -3.4823017288832214, -3.908982561335261, -5.303874955617254, -3.443953233205686, -4.8292308237311, -4.295813714890562, -2.8435815181765274, -6.297107813457689, -5.393531979799507, -3.3942756755137222, -4.594428511914667, -6.237145632460475, -4.146986246620677, -6.5610637533545475, -6.39613373671091]",11,"Gold Market: Trends, Fluctuations, and Outlook"
5232,02-08-2016,http://www.marketwatch.com/story/gold-extends-gains-after-personal-spending-inflation-reports-2016-08-02,"Gold extends gains after personal-spending, inflation reports",1,0,0,0,1,0,positive,-1,-1,"[-1.8746295965472384, -3.9383820979472057, -3.1922412008715755, -3.1421912970539476, -4.286638165503502, -4.125348490712167, -3.889867431913547, -4.886026696775866, -4.779759772153769, -4.214243504500374, -4.501577974660207, -2.6505124411951044, -5.967603629132451, -4.700945731431154, -3.580891406994163, -3.770247920177519, -5.859697719884595, -3.152766806096723, -6.468570519149607, -6.213910486796738]",0,"Gold Market: Trends, Fluctuations, and Outlook"
5233,08-09-2017,http://www.investing.com/news/commodities-news/gold-gains-in-asia-on-korea-tensions-ahead-of-national-founding-day-526721,gold gains in asia on korea tensions ahead of national founding day,1,0,0,0,1,0,positive,-1,-1,"[-3.325757032170018, -4.327048577963439, -3.9551628599963013, -4.198938972889874, -5.114594147126398, -4.618465855351697, -4.620602482688418, -5.68391097606281, -5.550028319212913, -5.114426323597766, -5.48661097998194, -3.780705382449091, -6.806630132394698, -5.130145228402661, -4.480178153998729, -5.221544702238821, -6.537491301290169, -3.5411810362200247, -7.182937332494772, -6.94457795727886]",0,"Gold Market: Trends, Fluctuations, and Outlook"
5234,02-02-2001,http://www.marketwatch.com/story/gold-shares-futures-prices-decline,"gold shares, futures prices decline",0,0,1,0,1,0,negative,43,1,"[-27.631021115928547, -27.631021115928547, 1.000088900581841e-12, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547]",2,**Gold Price Fluctuations and Trends**
5235,21-11-2017,https://www.metalsdaily.com/link/272813/jon-butler-the-golden-revolution-revisited-how-to-prepare-for-the-remonetisation-of-gold.htm,"jon butler : the golden revolution, revisited: how to prepare for the remonetisation of gold",0,0,0,0,1,0,none,0,5,"[-2.333611514462235, -2.6315026888829394, -1.0595262977886735, -3.019078428496619, -3.697344456010438, -3.255610755921903, -3.0481672337059273, -4.092112638817568, -4.204778709325471, -3.696555801618769, -4.217272642876068, -2.341989315891023, -5.335200498502544, -3.428895778897809, -3.337491238239397, -3.9152611331584906, -5.097111475969621, -2.974942107348815, -5.602176477174752, -5.532301960911574]",2,Gold Price Fluctuations and Market Factors
5236,03-12-2004,http://www.marketwatch.com/story/gold-prices-close-at-fresh-16-year-high-near-458-2004-12-03,gold ends at 16-year high near $458,1,0,0,0,1,0,positive,-1,-1,"[-2.7518163105721936, -3.7927810427817157, -2.9990097531041915, -2.764317110897081, -3.9469779976633452, -2.486350939563114, -3.1964141993718025, -4.526460204424695, -3.0563343260289417, -4.119953274506811, -3.8881916640034873, -2.003706005689057, -5.525797661279076, -4.601615358270554, -2.2935367180525166, -3.8907218239007513, -5.346187809197079, -3.4265666415696607, -5.72466697594993, -5.603464172740511]",11,"Gold Market: Trends, Fluctuations, and Outlook"
5237,22-11-2016,https://economictimes.indiatimes.com/markets/commodities/news/gold-business-down-75-despite-fall-in-prices/articleshow/55557814.cms,gold business down 75% despite fall in prices,0,0,1,0,1,0,negative,-1,-1,"[-3.3944505192345558, -3.8496884982097916, -3.1362947865451116, -4.332413696370037, -5.019621847417667, -4.464601941968002, -4.433593696313286, -5.467594567983084, -5.503211603434075, -4.74614383003241, -5.414426419719124, -3.675665636478846, -6.73800639880846, -4.40110453358725, -4.590163256707274, -5.129123440379481, -6.578997657630866, -3.988180837859937, -7.073231044287487, -6.939780904282332]",2,"Gold Market: Trends, Fluctuations, and Outlook"
5238,29-08-2008,http://www.marketwatch.com/story/gold-closes-down-02-at-83520-an-ounce-up-02-in-week-2008-08-29,gold closes down 0.2% at $835.20 an ounce; up 0.2% in week,0,0,1,0,1,0,negative,-1,-1,"[-2.72492971500257, -3.381461260438559, -2.723683240551836, -2.964552644740465, -3.179202416932264, -3.432606278407189, -2.329737217722921, -3.406601025922969, -4.119605103762172, -3.9371793243012885, -4.033140359425352, -2.3090766903072844, -4.705919921188641, -3.9673423404723103, -3.390975469194262, -4.069127918508894, -4.920703846067686, -3.350165180334203, -4.769760440509134, -4.8020062544844375]",11,"Gold Market: Trends, Fluctuations, and Outlook"
5239,15-09-2014,https://www.thehindubusinessline.com/markets/gold/Gold-prices-to-remain-under-pressure-next-year-too/article20865345.ece,Gold prices to remain under pressure next year too,0,0,0,0,1,0,none,-1,-1,"[-1.51335165736327, -3.789161769503146, -2.8317356737005874, -3.0946919009322507, -3.9424982343670982, -3.8882804086604166, -3.5394001348167308, -4.5752695204885345, -4.479875441209606, -3.476133793397184, -3.9616718275138743, -2.6736062937948826, -5.719834214493052, -4.493751379013411, -3.165487877877576, -3.661824301665438, -5.748099115444492, -2.9567205557372853, -6.220743126951486, -5.931867905222144]",0,"Gold Market: Trends, Fluctuations, and Outlook"
5240,29-09-2010,http://www.marketwatch.com/story/gold-futures-tally-modest-gains-after-new-record-2010-09-29,gold futures tally modest gains after new record,1,0,0,0,1,0,positive,5,20,"[-2.8242491445064855, -4.049115015561631, -3.055555377421109, -2.945032342181805, -3.702668407764012, -3.6176553058951733, -3.203389965349927, -4.428857929378785, -3.764465410268138, -4.013290819336101, -2.4738849174871453, -2.5952938550956173, -5.2960816369839385, -4.789732298720142, -1.111132478995563, -3.9038024099858126, -5.500681426491771, -3.131462280593223, -5.783320577930043, -5.544177446510988]",14,Gold Futures: Price Fluctuations & Trends
5241,10-12-2012,http://www.marketwatch.com/story/feb-gold-up-890-to-settle-at-171440oz-2012-12-10,"feb. gold up $8.90 to settle at $1,714.40/oz",1,0,0,0,1,0,positive,10,8,"[-4.798874280328646, -5.516016077246761, -4.796918513206939, -4.913401283684069, -5.068974347918179, -5.401647276588949, -4.105779423501626, -5.590260299768477, -5.901592167029299, -6.148181268616067, -6.075641446851669, -4.294540725439893, -6.437530872400878, -6.233521650593457, -5.326014227700353, -6.0934796922111145, -6.172052631482364, -5.471932956865738, -1.4166753658950626, -6.343550768983974]",18,Gold Price Fluctuations & Fed Influence
5242,02-08-2018,https://www.metalsdaily.com/link/281798/global-gold-demand-in-h1-lowest-since-2009-wgc.htm,global gold demand in h1 lowest since 2009: wgc,0,0,1,0,1,0,negative,-1,-1,"[-3.5197554441912637, -3.719488027922515, -3.497609779330211, -4.35514152821295, -5.007097072133554, -4.250493091308359, -4.42139059358343, -5.446183382613331, -5.566964610901059, -4.9375111474487, -5.49110532028675, -3.713114276611539, -6.721030684498548, -4.279761808406241, -4.658486746857493, -5.229023542759025, -6.535779945935958, -3.9934854093253476, -7.04115131650487, -6.888006988891382]",2,"Gold Market: Trends, Fluctuations, and Outlook"
5243,30-03-2016,https://www.moneycontrol.com/news/business/markets/dovish-yellen-softer-dollar-support-gold-near-361240-1026351.html,"dovish yellen, softer dollar support gold near &#36;1,240",0,0,0,1,1,0,none,3,7,"[-1.099723407185876, -3.4949781484180904, -2.785801985500856, -2.351335857048464, -3.675719904989794, -3.642819194590904, -3.2307377566740265, -4.248062266932624, -4.354738328455439, -3.815379978378209, -4.118649910413128, -2.403044443875504, -5.282258589585138, -4.25027867417088, -3.038157628618222, -3.676803278361112, -5.156819456131684, -2.67793007177667, -5.771833777965573, -5.477617662242608]",0,**Gold Price Fluctuations & Fed Influence**
5244,0200-04-27,http://www.marketwatch.com/story/gold-futures-trade-near-sessions-high-2004-04-27,gold futures trade near session's high,1,0,0,0,1,0,positive,-1,-1,"[-3.647566044964354, -4.696660068958798, -3.972854058324438, -3.437789723975321, -4.830185579713801, -2.7688410502583465, -4.113761709505092, -5.463813215669022, -3.864169131928883, -4.988289062997987, -4.637995704491097, -2.1722285298902704, -6.393443049657041, -5.501765724382727, -3.3506796962542453, -4.88904008647555, -6.284131139160641, -4.278015589082498, -6.656833507950675, -6.462871304367174]",11,"Gold Market: Trends, Fluctuations, and Outlook"
5245,10-01-2017,https://www.moneycontrol.com/news/business/markets/gold-tops-rs-29000-mark-hits-over-mth-highglobal-cues-941495.html,"gold tops rs 29,000-mark, hits over-mth high on global cues",1,0,0,0,1,0,positive,0,5,"[-27.631021115928547, -27.631021115928547, 1.000088900581841e-12, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547]",2,Gold Price Fluctuations and Market Factors
5246,22-10-2018,https://www.moneycontrol.com/news/business/commodities/gold-inches-higher-as-asian-stocks-slip-3068991.html,Gold inches higher as Asian stocks slip,1,0,0,0,1,0,positive,1,5,"[-27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, 1.000088900581841e-12, -27.631021115928547, -27.631021115928547]",17,Gold Price Fluctuations and Market Factors
5247,02-12-2011,https://economictimes.indiatimes.com/markets/commodities/falling-rupee-hits-gold-silver-imports/articleshow/10951440.cms,"falling rupee hits gold, silver imports",0,0,0,1,1,0,none,-1,-1,"[-3.4489999290905233, -2.205574215065966, -3.5110083498937152, -4.053753665515823, -4.455167886434988, -2.4559490435561804, -3.867142188400342, -4.823282057701267, -5.355984577636613, -4.857788745480384, -5.294409945451342, -3.4298462127318086, -6.092481287259028, -3.949500888325546, -4.5012191031951465, -5.078860470978603, -5.857207913168539, -3.79417058489829, -6.400800655824113, -6.262777745721066]",1,"Gold Market: Trends, Fluctuations, and Outlook"
5248,03-06-2015,http://www.investing.com/news/commodities-news/gold-prices-gain-as-greece-debt-talks-head-towards-over-time-344965,gold prices gain as greece debt talks head towards over-time,1,0,0,0,1,0,positive,1,5,"[-1.6696784586641753, -3.017876036394847, -2.5061144872006884, -2.7552584255326322, -3.5864876790402693, -3.288523346293202, -3.102032362531443, -4.107109559223566, -4.211336694193162, -3.6692637689556595, -4.055291598540872, -2.3455846741804693, -5.23657674246414, -3.748634417623093, -3.1008758229151714, -3.6513938993243618, -5.031046559872629, -1.628874469663097, -5.652875994920349, -5.402757285884706]",17,Gold Price Fluctuations and Market Factors
5249,24-03-2005,http://www.marketwatch.com/story/highlights-of-rising-and-falling-us-stocks-2005-03-24,"guilford pharma, harmony gold, more",0,0,0,0,1,0,none,8,12,"[-3.0151776980273453, -3.043069409326438, -2.82145882080421, -3.6776424025082717, -4.09514219299099, -3.599228206356831, -3.489171270207722, -4.43330809673169, -4.967637790148618, -4.186636353444104, -4.819902366813596, -3.0446466665698195, -5.710366579570772, -1.919243525166464, -4.090137482841547, -4.676465892132438, -5.622129664219592, -3.6737092557114326, -6.099903519730322, -5.963479670507135]",13,Gold Market Price Fluctuations and News
5250,27-07-2017,http://www.marketwatch.com/story/gold-adds-to-sharp-early-gain-after-reports-on-jobless-claims-durable-goods-trade-2017-07-27,"Gold adds to sharp early gain after reports on jobless-claims, durable-goods, trade",1,0,0,0,1,0,positive,12,7,"[-27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, 1.000088900581841e-12, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547]",11,**Gold Price Fluctuations & Fed Influence**
5251,09-11-2016,http://www.marketwatch.com/story/vaneck-vectors-gold-miners-etf-runs-up-54-in-premarket-trade-2016-11-09,VanEck Vectors Gold Miners ETF runs up 5.4% in premarket trade,0,0,0,0,1,0,none,7,17,"[-27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, 1.000088900581841e-12, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547]",11,**Gold Price Fluctuations and Trends**
